CASENUM,ASCIIRT,CSCIIRT,ESCIIRT,GSCIIRT,ISCIIRT,KSCIIRT
6105,50.41,54.28,65.07,68.37,68.92,72.5
6106,56.8,50.12,NA,NA,NA,NA
6107,50.11,NA,NA,NA,NA,NA
6108,NA,NA,NA,47.24,NA,NA
6109,75.1,74.46,79.92,78.79,91.17,83.24
6110,39.74,53.54,51.21,47.13,41.3,NA
6111,44.61,46.51,NA,NA,NA,NA
6112,NA,NA,NA,76.1,NA,NA
6113,NA,NA,NA,57.56,NA,NA
6114,NA,NA,NA,79.86,82.81,83.36
6115,44.33,39.1,43.95,NA,NA,NA
6116,47.57,NA,50.7,53.9,65.31,NA
6117,NA,NA,NA,55.03,60.97,69.05
6118,NA,NA,NA,77.46,77.18,79.5
6119,51.11,NA,NA,NA,NA,NA
6120,NA,NA,NA,54.09,67.62,63.05
6121,46.42,59,NA,NA,NA,NA
6122,35.22,NA,54.52,61.7,61.33,61.03
6123,NA,NA,NA,61.89,59.96,73.02
6124,59.23,NA,65.21,64.07,NA,NA
6125,NA,NA,NA,52.01,62.97,66.94
6126,NA,NA,NA,57.74,NA,NA
6127,37.48,45.15,42.57,NA,45.74,60.64
6128,34.81,43.92,NA,44.54,NA,31.95
6129,NA,NA,NA,72.58,NA,NA
6130,NA,NA,NA,47.1,63.96,NA
6131,30.16,29.9,32.42,NA,NA,NA
6132,NA,NA,NA,45.04,50.55,NA
6133,NA,NA,NA,52.17,57.1,60.23
6134,56.68,NA,40.42,NA,NA,NA
6135,NA,NA,NA,48.68,51.26,62.16
6136,NA,NA,NA,75.34,77.81,76.06
6137,NA,NA,NA,52.27,NA,NA
6138,NA,NA,NA,45.38,41.19,47.73
6139,42.12,35.2,58.45,NA,NA,NA
6140,45.27,41.42,NA,NA,NA,NA
6141,34.73,40.8,49.59,55.29,50.84,NA
6142,41.43,53.44,55.24,58.6,60.82,NA
6143,NA,NA,NA,66.82,65.39,68.6
6144,NA,NA,NA,64.65,70.66,71.87
6145,NA,NA,NA,43.9,37.88,NA
6146,69.57,76.68,78.72,79.67,78.09,85.5
6147,49.79,56.23,63.31,NA,64.05,60.92
6148,NA,NA,NA,63.08,69.32,NA
6149,NA,NA,NA,64.92,67.69,65.02
6150,NA,NA,NA,NA,NA,NA
6151,75.55,NA,NA,88.52,84.68,84.31
6152,36.51,35.56,45.28,NA,NA,NA
6153,NA,NA,NA,44.35,NA,NA
6154,NA,NA,NA,69.81,NA,NA
6155,61.45,59.71,NA,NA,NA,NA
6156,48.63,62.91,56.29,51.36,NA,NA
6157,NA,NA,NA,52.31,59.99,NA
6158,58.22,57.26,NA,NA,NA,NA
6159,39.71,37.91,53.05,51.65,47.68,NA
6160,53.41,50.05,61.19,67.15,NA,NA
6161,NA,NA,NA,63.5,68.52,65.85
6162,NA,NA,NA,66.75,66.99,NA
6163,46.89,41.63,33.34,39.64,38.34,35.09
6164,49.34,54.34,60.61,59.31,62.95,NA
6165,NA,NA,NA,43.8,46.78,55.87
6166,48.33,61.03,NA,NA,NA,NA
6167,54.84,61.88,64.17,NA,67.9,70.25
6168,NA,NA,NA,49.54,NA,42.68
6169,NA,NA,NA,77.21,NA,81.41
6170,NA,NA,NA,56.44,61.42,NA
6171,58.27,67.55,72.71,81,81.27,86.85
6172,67.01,70.24,73.47,69.9,77.74,77.17
6173,NA,NA,NA,81.9,83.5,82.69
6174,NA,NA,NA,80.4,84.55,84.25
6175,58.13,NA,NA,NA,NA,NA
6176,NA,NA,NA,59.44,66.87,59.82
6177,51.16,47.18,64.34,NA,NA,NA
6178,NA,NA,NA,64.63,72.71,67.18
6179,NA,NA,NA,NA,72.24,73.71
6180,NA,NA,NA,59.5,58.69,55.53
6181,NA,NA,NA,62.83,54.4,65.56
6182,NA,NA,NA,NA,62.32,NA
6183,38.7,41.49,NA,36.05,NA,NA
6184,43.72,49.25,53.72,NA,58.97,NA
6185,NA,NA,NA,51.04,NA,NA
6186,NA,NA,NA,67.47,69.76,70.4
6187,NA,NA,NA,60.62,62.65,NA
6188,NA,NA,NA,48.49,NA,NA
6189,NA,NA,NA,62.05,69.48,NA
6190,NA,NA,NA,42.34,52.12,NA
6191,NA,NA,NA,50.51,62.9,62.89
6192,60.52,57.45,68.8,76.88,NA,NA
6193,NA,NA,NA,40.67,57.22,61.48
6194,NA,NA,NA,62.13,NA,NA
6195,NA,NA,NA,57.09,NA,55.8
6196,49.07,58.29,61.3,62.8,68.09,67.36
6197,46.14,40.6,NA,NA,NA,NA
6198,NA,NA,NA,68.82,67.08,62.35
6199,NA,NA,NA,62.88,65.64,62.23
6200,NA,NA,NA,50.95,NA,NA
6201,NA,NA,NA,53.57,71.25,NA
6202,NA,NA,NA,61.92,NA,NA
6203,46.1,52.65,NA,NA,NA,NA
6204,NA,NA,NA,76.8,77.71,80.67
6205,39.67,NA,NA,NA,62.79,60.52
6206,61.28,NA,NA,74.76,76.68,NA
6207,56.89,NA,NA,NA,NA,NA
6208,63.79,67.77,66.89,77.03,73.32,NA
6209,NA,NA,NA,51.38,62.84,56.65
6210,NA,NA,NA,65.45,68.86,68.92
6211,54.96,65.73,73.75,NA,NA,NA
6212,52.71,NA,56.93,53.62,NA,NA
6213,50.57,49.48,60.96,61.61,65.29,NA
6214,NA,NA,NA,57.47,60.12,61.97
6215,NA,NA,NA,44.06,63.64,NA
6216,47.26,NA,NA,NA,NA,NA
6217,54.22,NA,63.13,NA,NA,NA
6218,NA,NA,NA,49.33,NA,71.22
6219,48.39,46.45,49.77,58.43,55.58,NA
6220,NA,46.14,50.08,NA,48.9,62.1
6221,55.95,NA,NA,NA,NA,NA
6222,NA,NA,NA,50.15,NA,NA
6223,35.26,37.88,33.84,33.82,37.52,32.08
6224,NA,NA,NA,57.67,59.25,56.27
6225,NA,NA,NA,86.72,82.8,85.08
6226,67.15,NA,79.4,80.17,NA,87.85
6227,NA,NA,NA,81.09,83.97,84.1
6228,NA,NA,NA,50.35,NA,NA
6229,37.84,45.88,NA,52.99,NA,28.38
6230,36.6,49.65,63.69,69.01,NA,NA
6231,NA,NA,NA,NA,NA,NA
6232,60.65,65.05,67.84,75.1,77.42,86.43
6233,NA,NA,NA,NA,NA,NA
6234,59.65,60.12,66.28,72.4,70.5,65.64
6235,NA,NA,NA,63.78,NA,NA
6236,NA,NA,NA,55.02,55.11,64.83
6237,NA,NA,NA,63.97,NA,NA
6238,NA,NA,NA,NA,NA,NA
6239,76.38,NA,NA,NA,NA,NA
6240,NA,NA,NA,61.12,53.84,63.29
6241,NA,NA,NA,67.54,67.76,64.76
6242,NA,NA,NA,48.81,NA,NA
6243,47.72,47.54,61.53,64.13,64.83,NA
6244,NA,NA,NA,52.37,65.2,66.52
6245,NA,NA,NA,54.32,51.61,62.15
6246,40.73,53.3,54,NA,NA,NA
6247,NA,NA,NA,61.55,62.36,59.36
6248,55.61,66.24,70.75,75.25,78.07,NA
6249,38.69,NA,NA,NA,NA,NA
6250,53.31,59.67,61.18,62.52,NA,NA
6251,NA,NA,NA,71.41,68.67,NA
6252,NA,NA,NA,38.46,33.92,NA
6253,53.74,50.19,58.23,67.12,73.28,75.7
6254,NA,NA,NA,65.15,70.45,70.8
6255,NA,NA,NA,44.96,63.01,62.21
6256,51,60.54,NA,NA,NA,NA
6257,37.61,NA,56.93,NA,63.58,NA
6258,NA,NA,NA,60.67,69.13,69.41
6259,59.05,61.59,64.55,70.62,73.71,74.51
6260,45,49.92,48.95,58.17,NA,NA
6261,61.93,57.66,58.08,NA,NA,57.72
6262,65.99,NA,76.4,69.81,76.02,74.08
6263,NA,NA,NA,41.76,54.66,53.8
6264,59.59,68.02,69.58,71.17,74.21,NA
6265,NA,NA,NA,60.54,NA,NA
6266,34.48,29.32,41.58,56.45,NA,NA
6267,NA,NA,NA,56.57,61.85,61.73
6268,70.45,73.44,77.31,79.19,86.02,88.65
6269,55.23,57.86,72.54,NA,NA,NA
6270,51.46,51.59,61.75,54.46,66,NA
6271,29.38,53.14,NA,52.17,54.13,NA
6272,NA,NA,NA,34.66,NA,NA
6273,NA,NA,NA,45.25,45.6,NA
6274,NA,NA,NA,48.2,64.6,64.27
6275,51.17,NA,63.14,69.86,74.18,NA
6276,38.88,47.09,NA,NA,57.79,NA
6277,39.85,56.23,49.04,57.35,NA,NA
6278,NA,54.15,42.21,NA,NA,NA
6279,NA,NA,NA,48.4,58.54,62.09
6280,NA,NA,NA,39.66,NA,NA
6281,37.47,45.87,54.03,NA,NA,NA
6282,NA,NA,NA,65.96,75.76,77.61
6283,NA,NA,NA,73.7,79.43,NA
6284,69.17,71.37,65.53,67.07,87.57,NA
6285,53.25,57.75,59.38,58.5,65.61,69.95
6286,63.64,71.72,NA,NA,NA,NA
6287,34.68,NA,NA,NA,NA,NA
6288,55.48,64.85,66.99,60.18,71.97,75.28
6289,NA,NA,NA,60.37,NA,NA
6290,NA,NA,NA,NA,71.95,79.28
6291,NA,NA,NA,42.76,59.29,56.5
6292,43.87,47.28,NA,NA,NA,NA
6293,NA,NA,NA,55.2,67.14,74.4
6294,39.71,46.03,46.06,NA,40.6,40.51
6295,43.7,36.15,45.87,NA,49.02,41.11
6296,56.84,57,69.03,72.11,NA,NA
6297,45.37,NA,NA,NA,NA,NA
6298,NA,NA,NA,50.94,NA,44.98
6299,52.59,56.63,63.4,64.23,69.72,73.13
6300,NA,NA,NA,74.62,80.64,87.27
6301,NA,NA,NA,NA,74.94,NA
6302,NA,NA,NA,50.57,53.36,51.47
6303,NA,NA,NA,61.22,72.82,72.15
6304,46.36,NA,NA,49.87,NA,NA
6305,57.06,72.97,68.48,74.41,77.37,76.22
6306,37.56,41.48,50.12,49.15,48.76,NA
6307,46.4,39.7,48.99,63.82,60.46,71.16
6308,NA,NA,NA,50.02,53.86,59.01
6309,35.82,NA,38.95,79.71,NA,NA
6310,NA,NA,NA,47.06,NA,60.5
6311,38.03,32.52,44.09,40.26,33.13,NA
6312,NA,NA,NA,65.16,64.35,66.12
6313,NA,NA,NA,61.18,71.7,68.16
6314,NA,NA,NA,60.91,66.51,62.02
6315,34.52,NA,43.85,NA,NA,NA
6316,56.56,56.88,65.56,NA,NA,NA
6317,53.89,NA,68.75,NA,NA,NA
6318,NA,NA,NA,68.37,65.21,NA
6319,52.9,54.27,62.68,68.2,70.46,NA
6320,NA,NA,NA,60,61.81,68.86
6321,53.09,54.09,56.61,52.29,65.1,NA
6322,62.57,65.59,65.52,69.92,66,66.98
6323,NA,NA,NA,60.68,64.92,63.15
6324,NA,NA,NA,71.65,77.89,70.82
6325,NA,NA,NA,56.66,NA,NA
6326,NA,NA,NA,66.97,69.89,NA
6327,51.11,47.94,48.56,45.71,45.74,NA
6328,31.19,39.27,NA,NA,NA,NA
6329,NA,NA,NA,68.05,73.23,NA
6330,NA,NA,NA,66.6,65.69,64.58
6331,NA,NA,NA,50.74,NA,NA
6332,NA,NA,NA,67.17,69.69,NA
6333,78.6,78.64,NA,NA,NA,NA
6334,67.45,70.3,72.42,73.01,74,NA
6335,NA,NA,NA,53.05,59.69,62.47
6336,NA,NA,NA,NA,70.48,77.41
6337,52.54,52.91,56.06,48.9,54.05,63.1
6338,49.3,NA,NA,43.7,NA,NA
6339,NA,NA,NA,44.4,43.67,41.59
6340,NA,NA,NA,50.41,66.56,66.02
6341,39.28,NA,NA,NA,NA,NA
6342,NA,NA,NA,46.39,45.39,46.72
6343,51.64,57.69,59.18,64.75,67.25,72.6
6344,NA,NA,NA,62.19,62.11,54.1
6345,48.66,60.56,63.02,76.78,NA,NA
6346,60.74,56.08,69.48,NA,71.16,74.14
6347,44.42,38.61,52.88,49.86,NA,NA
6348,57.72,68.92,66.32,72.36,71.92,NA
6349,48.36,NA,NA,50.72,54.76,NA
6350,34.92,37.86,29.64,65.52,NA,NA
6351,NA,NA,NA,75.27,NA,NA
6352,53.65,57.72,62.8,61.24,61.81,62.7
6353,NA,NA,NA,75.26,76.07,85.38
6354,42.66,NA,53.72,50.31,NA,NA
6355,NA,NA,NA,41.59,NA,NA
6356,55.84,60.05,61.21,70.92,73.42,NA
6357,43.79,41.55,50.69,56.58,NA,NA
6358,NA,NA,NA,48.82,62.83,65.42
6359,NA,NA,NA,61.57,66.95,71.99
6360,61.01,69.58,NA,73.43,72.77,78.34
6361,43.26,45.12,55.17,53.25,61.47,NA
6362,NA,NA,NA,56.27,58.19,NA
6363,61.29,NA,61.77,71.71,NA,NA
6364,NA,NA,NA,57.96,NA,NA
6365,65.31,61.28,69.15,68.55,61.04,53.05
6366,51.48,69.39,NA,NA,NA,NA
6367,NA,NA,NA,60.47,61.31,67.21
6368,NA,NA,NA,57.76,NA,NA
6369,46.99,54.99,63.36,65.05,NA,NA
6370,34.22,39.87,NA,NA,NA,NA
6371,34.62,47.82,40.83,NA,NA,NA
6372,48.75,59.66,NA,NA,NA,NA
6373,NA,NA,NA,55.13,63.83,63.83
6374,65.74,64.87,68.05,69.7,NA,NA
6375,47.76,49.24,44.29,45.12,40.74,NA
6376,NA,NA,NA,63.05,NA,61.91
6377,NA,NA,NA,NA,47.86,NA
6378,48.62,54.49,60.01,53.53,64.31,66.21
6379,38.34,59.19,NA,48.83,NA,NA
6380,NA,NA,NA,70.51,72.19,78.11
6381,NA,NA,NA,65.75,64.08,NA
6382,NA,NA,NA,73.9,NA,NA
6383,52.25,56.98,69.15,63.49,63.59,68.05
6384,NA,NA,NA,77.07,84.2,82.42
6385,54.5,64.32,66.48,67.35,74.53,NA
6386,NA,NA,NA,40.42,NA,NA
6387,42.8,43.85,49.95,47.47,NA,48.69
6388,NA,NA,NA,84.71,86.05,84.52
6389,54.23,52.73,63.99,62.16,NA,NA
6390,39.52,NA,44.84,40.41,NA,NA
6391,NA,NA,NA,72.28,NA,NA
6392,NA,NA,NA,72.8,NA,NA
6393,NA,NA,NA,52.69,59.89,60.6
6394,46.53,60.07,64.95,63.57,62.92,67.23
6395,NA,NA,NA,45.6,NA,NA
6396,56.77,51.29,53.78,72.32,69.38,NA
6397,NA,NA,NA,60.75,58.43,65.13
6398,66.89,76.06,80.57,85.34,85.58,84.67
6399,NA,NA,NA,55.07,47.21,60.26
6400,NA,NA,NA,NA,NA,NA
6401,59.95,64.71,NA,71.75,NA,NA
6402,36.57,32.24,NA,NA,NA,NA
6403,NA,NA,NA,64.21,60.56,70.9
6404,53.63,NA,51.06,56.33,57.71,58.77
6405,NA,NA,NA,51.55,NA,45.22
6406,43.58,53.98,47.08,NA,NA,NA
6407,42.23,44.33,45,53.3,59.49,NA
6408,NA,NA,NA,70.79,NA,80.01
6409,NA,NA,NA,58.29,63.71,66
6410,NA,NA,NA,74.5,79.66,81.98
6411,NA,NA,NA,64.95,65.15,66.91
6412,NA,NA,NA,69.63,NA,NA
6413,NA,NA,NA,63.37,62.56,66.64
6414,62.78,59.02,64.27,NA,NA,NA
6415,58.5,61.28,NA,NA,NA,NA
6416,60.14,60.38,70.13,70.23,NA,NA
6417,45.99,47.24,NA,NA,NA,NA
6418,58.85,60.74,65.56,68.7,NA,73.94
6419,NA,NA,NA,53.26,50.16,NA
6420,67.09,NA,NA,NA,68.47,NA
6421,NA,NA,NA,77.83,NA,84.86
6422,52.54,NA,52.39,58.21,NA,NA
6423,44.26,56.69,54.36,60.37,56.22,56.39
6424,49.93,48.49,52.42,59,NA,NA
6425,NA,NA,NA,60.91,NA,NA
6426,41.72,39.26,48.4,NA,NA,NA
6427,NA,NA,NA,34.82,44.35,NA
6428,NA,NA,NA,53.18,NA,57.99
6429,NA,NA,NA,65.18,65.5,NA
6430,NA,NA,NA,58.07,53.12,NA
6431,NA,NA,NA,66.54,69.01,72.53
6432,59.88,58.61,69.32,70.3,74.05,NA
6433,44.87,41.73,45.68,NA,NA,NA
6434,NA,NA,NA,48.73,57.46,NA
6435,47.2,NA,NA,NA,NA,NA
6436,45.56,42.87,NA,NA,NA,NA
6437,47.05,58.19,57.29,59.7,60.73,59.87
6438,NA,NA,NA,43.87,45.32,43.44
6439,NA,NA,NA,54.76,59.19,55.17
6440,28.65,28.22,NA,45.83,NA,NA
6441,NA,NA,NA,50.74,70.12,NA
6442,49.62,46.64,61.44,57.48,62.24,NA
6443,59.95,NA,NA,NA,NA,NA
6444,NA,NA,NA,52.47,NA,NA
6445,NA,NA,NA,51.95,52.43,54.5
6446,NA,NA,NA,47.06,65.5,NA
6447,71.99,70.43,72.72,81.26,81.97,89.99
6448,57.97,NA,NA,NA,NA,NA
6449,NA,NA,NA,60.95,70.1,75.54
6450,53.26,64.38,69.73,68.96,NA,70.21
6451,40.75,48.92,53.01,55.57,53.85,61.12
6452,NA,NA,NA,41.25,46.16,50.53
6453,29.53,26.62,NA,NA,NA,NA
6454,NA,NA,NA,60.89,64.51,65.52
6455,44.42,62.15,NA,NA,NA,NA
6456,42.98,53.25,NA,NA,49.44,NA
6457,51.56,NA,NA,NA,NA,NA
6458,41.76,46.74,44.41,55.25,50.95,NA
6459,34.07,33.09,36.04,33.9,36.25,NA
6460,NA,NA,NA,54.29,64.63,NA
6461,NA,NA,NA,59.43,63.62,62.72
6462,NA,NA,NA,73.07,76.33,NA
6463,58.41,66.6,64.2,77.26,83.33,85.53
6464,41.88,55.24,NA,NA,NA,NA
6465,62.26,66.52,71.86,75.65,NA,NA
6466,NA,NA,NA,56.99,61.69,65.45
6467,34.91,NA,NA,NA,NA,NA
6468,NA,NA,NA,49.27,49.23,54.47
6469,44.85,47.1,56.3,52.2,60.37,57.81
6470,57.11,64.58,65.28,59.26,68.67,74
6471,45.36,NA,NA,NA,NA,NA
6472,NA,NA,NA,52.8,56.75,61.67
6473,42.45,39.7,NA,NA,NA,NA
6474,63.16,70.67,78.09,77.11,NA,NA
6475,NA,NA,NA,69.38,NA,NA
6476,NA,NA,NA,NA,NA,NA
6477,NA,NA,NA,67.84,NA,NA
6478,NA,NA,NA,60.53,55.78,64.4
6479,43.88,NA,49.69,59.36,NA,NA
6480,45.59,58.91,59.51,52.99,61.83,NA
6481,37.49,47.79,NA,41.53,52.17,NA
6482,NA,NA,NA,56.77,52.06,59.59
6483,NA,NA,NA,56.82,50.19,60.4
6484,NA,NA,NA,51.78,NA,NA
6485,50.88,46.12,NA,55.14,NA,NA
6486,43.42,53.01,58.18,NA,NA,NA
6487,NA,NA,NA,62.93,67.15,69.63
6488,NA,NA,NA,70.73,NA,76.81
6489,47.73,51.12,57.04,NA,NA,NA
6490,59.32,70.49,67.01,NA,81.59,NA
6491,NA,NA,NA,72.87,76.4,75.7
6492,NA,NA,NA,46.51,45.79,42.99
6493,40.2,51.76,56.05,NA,NA,NA
6494,NA,NA,NA,71.65,NA,NA
6495,NA,NA,NA,50.17,52.7,57.9
6496,37.33,NA,NA,NA,NA,NA
6497,NA,NA,NA,47.18,51.54,NA
6498,NA,NA,NA,65.39,69.65,70.57
6499,46.69,53.1,56.72,NA,NA,NA
6500,NA,NA,NA,48.75,NA,NA
6501,NA,NA,NA,55.08,NA,NA
6502,NA,NA,NA,62.56,NA,61.26
6503,NA,NA,NA,66.93,67.11,63.11
6504,50.89,NA,66.86,64.01,60.95,NA
6505,53.28,64.96,NA,NA,NA,NA
6506,61.31,67.28,70.75,67.13,74.42,79.25
6507,NA,NA,NA,56.73,66.66,64.89
6508,NA,NA,NA,49.59,NA,NA
6509,NA,NA,NA,84.77,NA,NA
6510,47.28,47.35,55.45,NA,49.88,56.3
6511,NA,NA,NA,NA,37.11,NA
6512,40.29,47.37,43.47,NA,45.54,41.6
6513,NA,NA,NA,44.83,NA,NA
6514,NA,NA,NA,57.92,NA,NA
6515,52.7,NA,60.87,62.11,66.55,NA
6516,46.5,38.85,NA,NA,NA,NA
6517,NA,NA,NA,77.1,80.04,NA
6518,44.53,NA,NA,NA,NA,NA
6519,NA,NA,NA,57.33,58.58,NA
6520,42.87,49.49,63.77,66.41,71.39,65.86
6521,NA,NA,NA,55.24,50.9,52.21
6522,44.72,NA,NA,NA,NA,NA
6523,37.88,37.35,32.62,30.96,31.78,NA
6524,43.47,45.44,71.8,NA,NA,NA
6525,NA,NA,NA,69.76,71.67,69.16
6526,62.76,60.01,70.35,NA,66.2,55.8
6527,61.39,65.75,73.59,77.07,80.46,81.69
6528,NA,NA,NA,68.09,65.37,NA
6529,51.83,55.7,59.63,61.17,61.87,52.27
6530,83.25,NA,NA,NA,NA,NA
6531,43.31,41.78,49.18,47.18,40.52,52.14
6532,NA,NA,NA,60.97,NA,NA
6533,48.37,30.49,34.56,NA,62.91,NA
6534,52.2,49.42,54.03,48.09,42.81,38.48
6535,57.86,NA,NA,NA,NA,NA
6536,NA,NA,NA,45.89,49.38,NA
6537,29.66,22.82,NA,NA,NA,NA
6538,61.34,63.15,60.77,62.68,NA,NA
6539,49.1,64.97,NA,67.92,70.93,68.05
6540,46.61,48.59,52.26,63.88,62.55,62.18
6541,51.44,NA,45.31,43.98,50.65,NA
6542,45.11,48.68,56.92,NA,NA,NA
6543,70.26,72.4,69.29,NA,NA,NA
6544,NA,NA,NA,68.31,71.21,64.85
6545,48.77,47.19,57.53,54.87,54.65,59.21
6546,58.35,60.79,64.64,66.45,65.97,NA
6547,69.24,73.48,NA,82.24,NA,NA
6548,NA,NA,NA,67.59,70.69,75.15
6549,60.5,73.75,75.77,74.87,78.65,79.15
6550,NA,NA,NA,53.47,NA,NA
6551,NA,NA,NA,NA,51.78,52.81
6552,NA,NA,NA,54.22,56.49,61.31
6553,NA,NA,NA,64.83,NA,70.68
6554,NA,NA,NA,70.47,75.42,77.22
6555,49.44,NA,NA,NA,NA,NA
6556,NA,NA,NA,52.07,47.93,52.1
6557,64.9,62.38,74.48,77.01,76.99,NA
6558,NA,NA,NA,64.84,64.17,NA
6559,NA,NA,NA,78.4,83.51,90.55
6560,53.85,NA,NA,NA,NA,NA
6561,NA,NA,NA,57.27,NA,NA
6562,43.11,43.95,42.11,37.45,50.84,66.02
6563,NA,NA,NA,49.78,61.88,57.43
6564,59.25,NA,NA,NA,NA,NA
6565,61.76,70.59,67.32,76.81,70.81,69.63
6566,NA,NA,NA,65.45,68.76,75.19
6567,NA,NA,NA,53.01,60.85,63.66
6568,NA,NA,NA,75.9,72.56,70.64
6569,43.48,NA,NA,NA,NA,NA
6570,NA,NA,NA,87.55,87.17,88.37
6571,37.76,33.84,56.07,55.21,56.09,NA
6572,57.84,64.23,68.23,70.53,NA,NA
6573,51.58,57.75,64.44,69.39,NA,67.78
6574,NA,NA,NA,77.19,84.23,83.56
6575,NA,NA,NA,64.79,64.5,NA
6576,NA,NA,NA,69.99,77.72,80.46
6577,63.68,67.96,68.42,76.1,82.55,86.04
6578,70.81,76.89,80.63,79.97,NA,NA
6579,31.92,41.86,40.8,47.78,41.39,46.86
6580,NA,NA,NA,72.93,78.49,78.69
6581,66.92,62.94,71.92,74.8,74.76,76.7
6582,NA,NA,NA,54.45,60.45,NA
6583,NA,NA,NA,68.02,65.84,63.92
6584,NA,NA,NA,73.91,75.06,77.14
6585,45.46,50.85,NA,54.55,NA,NA
6586,40.77,NA,43.65,43,42.43,NA
6587,NA,NA,NA,72.7,NA,NA
6588,NA,NA,NA,57.6,65.91,NA
6589,NA,NA,NA,64.85,67.17,70.21
6590,59.34,64.45,NA,64.58,NA,NA
6591,33.42,48.82,NA,50.33,NA,NA
6592,NA,NA,NA,66.96,75.7,78.56
6593,46.46,46.22,53.86,57.59,59.63,57.62
6594,44.76,52.26,56.49,NA,53.62,NA
6595,55.15,50.35,NA,NA,NA,NA
6596,56.83,52.3,50.5,61.02,60.52,NA
6597,51.39,NA,61.78,54.76,62.43,NA
6598,NA,NA,NA,60.32,57.97,NA
6599,52.6,60.36,63.33,63.38,68.16,67.11
6600,40.79,40.07,52.94,46.17,47.27,46.15
6601,NA,NA,NA,68.61,69.58,70.54
6602,NA,NA,NA,46.89,44.13,57.7
6603,NA,NA,NA,46.48,NA,NA
6604,43.51,35.56,48.06,40.41,47.72,60.38
6605,NA,NA,NA,64.73,69.28,NA
6606,35.39,51.95,49.11,NA,NA,NA
6607,NA,NA,NA,73.72,78.1,79.79
6608,59.13,63.16,61.23,64.85,72.29,74.24
6609,60.72,64.1,69.84,72.3,74.59,72.42
6610,52.88,59.12,62.41,NA,NA,65.4
6611,64.52,64.01,65.36,62.21,71.76,70.18
6612,NA,NA,NA,44.94,63.92,60.63
6613,66.79,65.94,69.62,77.46,NA,NA
6614,NA,NA,NA,49.74,NA,43.89
6615,NA,NA,NA,46.39,48.64,47.07
6616,31.24,NA,NA,NA,NA,NA
6617,NA,NA,NA,66.49,77.38,NA
6618,63.87,67.33,77.08,82.35,81.46,83.4
6619,NA,NA,NA,56.85,NA,NA
6620,NA,NA,NA,62.77,65.57,63.01
6621,NA,NA,NA,72.82,79.67,83.45
6622,46.64,39.5,NA,NA,NA,NA
6623,NA,NA,NA,56.95,56.98,49.83
6624,NA,NA,NA,62.71,63.36,71.16
6625,NA,NA,NA,73.35,NA,NA
6626,NA,NA,NA,71.38,74.87,76.95
6627,60.46,NA,52.58,45.71,42.59,NA
6628,46.19,69.95,66.17,62.85,69.37,NA
6629,52.4,NA,NA,46.1,NA,NA
6630,59.4,56.24,60.12,NA,62.3,60.86
6631,NA,NA,NA,69.49,65.99,56.86
6632,41.43,NA,35.47,53.96,46.42,54.14
6633,NA,NA,NA,43.7,42.22,40.43
6634,38.54,NA,NA,NA,NA,NA
6635,NA,NA,NA,49.93,50.79,43.77
6636,NA,NA,NA,60.35,62.59,69.48
6637,NA,NA,NA,58.84,67.39,NA
6638,59.55,68.76,76.49,75.1,80.3,79.56
6639,41.72,40.53,NA,35.53,43.5,NA
6640,56.61,57.76,NA,NA,NA,NA
6641,43.59,50.77,53.73,54.71,52.37,48.71
6642,58.53,62.19,63.56,72.62,NA,NA
6643,NA,NA,NA,NA,NA,NA
6644,56.23,52.6,54.99,NA,69.41,NA
6645,57.68,62.18,63.88,63.18,66.09,NA
6646,NA,NA,NA,70.46,65.58,NA
6647,43.68,60.99,57.98,66.72,66.4,NA
6648,NA,NA,NA,58.78,55.62,69.82
6649,54.82,54.09,59.67,61.29,69.05,NA
6650,35.32,NA,NA,44.48,NA,NA
6651,60.67,62.22,69.04,74.93,78.64,79.61
6652,33.85,44.6,NA,NA,NA,NA
6653,NA,NA,NA,60.69,67.99,70.21
6654,NA,NA,NA,57.3,63.02,69.26
6655,52.17,55.44,61.99,54.19,NA,NA
6656,NA,NA,NA,73.49,78.33,82.71
6657,NA,NA,NA,57.64,64.15,NA
6658,NA,NA,NA,65.37,72.08,65
6659,NA,NA,NA,56.63,62.58,61.43
6660,54.2,61.03,63.8,66.49,68.21,67.87
6661,NA,NA,NA,40.87,NA,NA
6662,NA,NA,NA,55.45,57.7,NA
6663,NA,NA,NA,64.91,62.22,56.39
6664,41.65,41,47.62,43.97,NA,NA
6665,NA,NA,NA,60.97,67.03,NA
6666,NA,NA,NA,42.38,53.63,47.63
6667,43.79,41.19,41.25,NA,NA,NA
6668,NA,NA,NA,63.93,63.88,NA
6669,30.25,32.68,35.36,NA,NA,NA
6670,46.99,52.85,49.55,46.36,NA,48.14
6671,47.29,60.38,59.55,67.61,NA,55.35
6672,NA,NA,NA,62.3,69.14,69.36
6673,NA,56.85,67.93,69.32,NA,60.11
6674,NA,NA,NA,52.21,NA,NA
6675,47.53,61.94,65.25,72.88,78.63,NA
6676,55.77,66.79,67.06,66.79,67.12,NA
6677,NA,NA,NA,66.75,64.01,NA
6678,64.26,63.12,65.59,67.21,66.64,69.45
6679,NA,NA,NA,61.58,59.29,59.59
6680,54.86,61.49,64.46,NA,NA,70.17
6681,NA,NA,NA,63.29,60.8,69.08
6682,NA,NA,NA,56.18,NA,NA
6683,48.72,54.49,55.15,58.78,64.37,66.03
6684,NA,NA,NA,80.15,84.63,82.19
