CASENUM,ASCIIRT,CSCIIRT,ESCIIRT,GSCIIRT,ISCIIRT,KSCIIRT
1572,44.7,54.23,62.46,58.98,NA,NA
1573,65.75,58.1,69.3,NA,NA,NA
1574,NA,NA,NA,76.11,NA,NA
1575,50.54,NA,43.38,55.42,NA,NA
1576,50,49.44,55.54,NA,52.91,NA
1577,34.75,42.72,46.22,NA,NA,NA
1578,NA,NA,NA,56.82,51.56,46.19
1579,35.18,41.48,55.51,56.85,58.29,NA
1580,44.82,47.53,49.12,NA,NA,NA
1581,46.09,NA,NA,NA,NA,NA
1582,NA,NA,NA,71.53,71.44,73.4
1583,NA,NA,NA,44.73,51.06,56.65
1584,37.22,36.05,34.55,36.34,NA,NA
1585,NA,NA,NA,39.9,NA,NA
1586,39,38.85,54.82,51.14,56.22,NA
1587,60.1,58.32,62.81,69.39,NA,NA
1588,46.79,39.92,52.45,NA,NA,NA
1589,NA,NA,NA,68.01,67.38,72.35
1590,36.72,NA,NA,NA,68.61,NA
1591,NA,NA,NA,71.16,71.42,73.05
1592,NA,NA,NA,NA,NA,NA
1593,NA,NA,NA,74.36,73.13,70.44
1594,61.13,67.15,NA,69.07,74.66,76.68
1595,70.76,NA,77.16,81.96,NA,71.53
1596,NA,NA,NA,81.27,83.27,84.37
1597,NA,NA,NA,48.97,59.18,NA
1598,45.96,NA,51.28,NA,40.68,NA
1599,39.87,36.55,36.77,NA,NA,NA
1600,NA,NA,NA,63.07,NA,NA
1601,NA,NA,NA,56.45,NA,NA
1602,34.51,48.47,NA,60.09,NA,NA
1603,NA,NA,NA,59.16,59.06,63.87
1604,NA,NA,NA,39.18,39.59,38.82
1605,NA,NA,NA,46.48,60.55,NA
1606,50.4,55.98,NA,NA,NA,NA
1607,36.13,38.46,48.85,44.91,NA,NA
1608,NA,NA,NA,43.23,NA,NA
1609,42.51,38.93,NA,NA,65.59,73.34
1610,NA,NA,NA,54.95,61.19,63.19
1611,NA,NA,NA,50.85,57.42,NA
1612,54.11,54.81,58.76,NA,NA,NA
1613,NA,NA,NA,49.98,NA,NA
1614,32.12,28.49,34.02,36.16,48.47,44.62
1615,34.33,31.61,39.95,44.06,47.26,47.12
1616,NA,NA,NA,67.02,NA,NA
1617,40.09,NA,55.1,NA,NA,NA
1618,56.79,67.18,63.46,67.88,NA,64.18
1619,38.14,40.41,55.29,56.51,57.15,52.31
1620,NA,NA,NA,61.39,72.94,NA
1621,47.1,54.25,55.32,65.11,NA,NA
1622,46.96,44.2,40.03,NA,NA,NA
1623,30.31,37.32,28.62,NA,NA,NA
1624,NA,NA,NA,72.51,NA,NA
1625,39.76,58.85,NA,NA,NA,NA
1626,57.89,56.31,62.4,63.94,68.8,66.44
1627,NA,NA,NA,55.83,58.22,62.42
1628,NA,NA,NA,40.32,NA,NA
1629,57.88,55.68,48.98,NA,NA,NA
1630,NA,NA,NA,52.65,61.6,NA
1631,NA,NA,NA,81.24,81.24,87.79
1632,47.27,63.13,61.82,62.36,70.17,75.83
1633,NA,NA,NA,80.33,NA,84.12
1634,43,48.53,60.42,55.4,63.06,NA
1635,NA,NA,NA,46.05,40.86,51.11
1636,37.83,46.79,52.46,NA,NA,62.44
1637,NA,NA,NA,54.17,58.73,55.82
1638,NA,NA,NA,72.14,72.64,74.66
1639,50.4,41.27,47.59,40.74,36.75,39.03
1640,32.25,43.74,NA,NA,NA,68.23
1641,49.46,62.05,68.89,NA,76.35,NA
1642,40.85,NA,37.34,NA,NA,NA
1643,50.16,41.81,NA,66.49,NA,NA
1644,NA,NA,NA,59.32,NA,NA
1645,NA,NA,NA,69.75,NA,47.43
1646,53.28,NA,NA,NA,NA,NA
1647,63,71.79,72.4,74.08,81.3,81.84
1648,NA,NA,NA,45.83,45.39,43.59
1649,37.9,32.55,44.35,37.1,35.41,34.85
1650,NA,NA,NA,44.31,NA,NA
1651,NA,NA,NA,64.81,59.76,65.16
1652,NA,NA,NA,69.48,NA,68.86
1653,52.49,59.73,63.92,68.94,64.59,NA
1654,52.3,62.17,63.07,64.55,69.57,71.15
1655,NA,NA,NA,50.39,48.66,46.39
1656,42.12,37.39,34.65,44.09,NA,NA
1657,45.41,63.01,NA,NA,52.49,44.27
1658,65.32,71.1,66.15,NA,75.66,79.35
1659,NA,NA,NA,45.14,44.71,NA
1660,58.44,56.62,59.64,60.62,64.71,NA
1661,66.92,62.68,55.08,NA,NA,NA
1662,NA,NA,NA,48.55,NA,NA
1663,55.93,50.75,50.36,NA,49.25,NA
1664,NA,NA,NA,68.67,69.02,NA
1665,55.77,61.22,58.83,59.39,65.31,66.86
1666,NA,NA,NA,54.7,63.04,NA
1667,56.3,63.24,65.34,62.81,67.32,72.52
1668,70.01,73.44,79.23,82.99,81.99,82.09
1669,NA,NA,NA,57.28,62.32,NA
1670,32.69,NA,NA,NA,NA,NA
1671,64.54,69.55,74.43,70.94,76.41,77.95
1672,31.33,37.63,NA,NA,NA,NA
1673,51.62,NA,NA,NA,NA,NA
1674,NA,NA,NA,58.98,61.69,60.83
1675,NA,NA,NA,60.63,60.54,54.23
1676,NA,NA,NA,47.47,46.11,47.2
1677,48.5,56.39,63.61,NA,62.47,69.43
1678,38.82,39.04,35.4,40.23,37.84,35.12
1679,NA,NA,NA,51.48,62.66,NA
1680,NA,NA,NA,56.94,NA,NA
1681,34.68,42.23,NA,NA,NA,NA
1682,70.08,75.12,NA,58.92,NA,NA
1683,NA,NA,NA,56.95,55.37,NA
1684,46.41,61.6,56.04,NA,48.01,58.66
1685,67.47,70.07,69.68,72.26,74.32,NA
1686,68.44,NA,71.53,72.86,77.25,NA
1687,NA,NA,NA,51.31,63.4,NA
1688,NA,NA,NA,63.26,54.66,71.56
1689,NA,NA,NA,59.17,59.9,71.91
1690,47.41,51.79,54.62,57.23,61.49,60.29
1691,NA,NA,NA,37.94,NA,NA
1692,50.26,NA,NA,NA,NA,NA
1693,52.84,NA,NA,NA,NA,NA
1694,35.43,54.28,50.4,NA,54.14,NA
1695,46.28,39.28,NA,NA,NA,57.4
1696,NA,NA,NA,56.57,55.01,NA
1697,48.16,49.48,NA,51.88,65,62.25
1698,NA,NA,NA,45.12,54.9,54.52
1699,NA,NA,NA,51.62,55.5,62.35
1700,NA,NA,NA,53.67,47.99,60.29
1701,61.29,59.13,65.66,69.97,81.33,NA
1702,NA,NA,NA,67.39,73.41,NA
1703,NA,NA,NA,NA,NA,NA
1704,NA,NA,NA,62.88,59.85,68.21
1705,36.1,41.06,NA,NA,NA,NA
1706,NA,NA,NA,61.6,61.71,70.77
1707,NA,NA,NA,66.4,NA,55.34
1708,44.98,NA,NA,NA,NA,NA
1709,NA,NA,NA,66.54,69.04,71.04
1710,NA,NA,NA,53.71,NA,NA
1711,NA,NA,NA,54.6,NA,NA
1712,NA,NA,NA,68.2,NA,NA
1713,40.86,NA,58.08,NA,NA,NA
1714,51.24,NA,50.73,NA,59.03,55.48
1715,NA,NA,NA,68.19,75.12,78.6
1716,57.15,60.81,67,70.44,74.82,77.88
1717,43.37,32.76,52.11,47.84,51.82,NA
1718,NA,NA,NA,62.07,67.41,NA
1719,NA,NA,NA,80.91,NA,79.18
1720,61.99,NA,72.97,NA,NA,NA
1721,38.12,NA,39.54,NA,NA,NA
1722,NA,NA,NA,62.65,61.91,70.29
1723,NA,39.32,42.71,NA,NA,NA
1724,NA,NA,NA,38.38,NA,NA
1725,NA,NA,NA,45.52,NA,NA
1726,NA,NA,NA,NA,NA,NA
1727,47.14,57.66,58.51,62.75,67.08,72.38
1728,NA,NA,NA,64.53,69.77,68.58
1729,NA,NA,NA,59.39,51.83,59.98
1730,52.13,58.22,61.13,66.54,65.25,62.35
1731,49.73,47.67,50.24,NA,NA,NA
1732,NA,NA,NA,54.14,58.17,65.01
1733,33.1,38.14,NA,NA,NA,NA
1734,56.95,70.28,75.92,78.21,82.93,86.85
1735,NA,NA,NA,48.13,59.68,67.35
1736,NA,NA,NA,68.8,78.15,74.6
1737,NA,NA,NA,65.15,68.01,69.86
1738,55.05,53.34,62.64,66.12,58.58,57.57
1739,58.79,52.49,55.38,NA,NA,NA
1740,41.89,NA,63.92,59.29,NA,NA
1741,40.62,38.93,56.46,NA,50.43,43.32
1742,62.76,62.13,NA,NA,NA,NA
1743,55.85,57.82,70.23,72,NA,NA
1744,NA,NA,NA,NA,60.09,64.17
1745,47.15,43.38,49.76,56.54,56.32,54.55
1746,35.04,51.19,58.25,NA,NA,NA
1747,NA,NA,NA,61.94,NA,68.88
1748,47.74,51.12,54,50.59,59.78,60.56
1749,45.49,52.54,58.41,NA,52.42,NA
1750,58.78,56.5,58.81,67.33,NA,65.48
1751,NA,NA,NA,45.56,43.85,NA
1752,NA,NA,NA,60.94,NA,52.28
1753,35,NA,NA,NA,NA,NA
1754,57.2,65.93,62.81,63.01,69.07,68.09
1755,57.95,62.18,58.18,65.38,NA,NA
1756,45.59,NA,NA,NA,NA,NA
1757,46.92,36.36,37.31,NA,31.06,NA
1758,43.88,NA,NA,53.76,61.66,NA
1759,42.3,40.06,NA,NA,NA,NA
1760,46.99,54.83,59.71,59.01,63.9,62.07
1761,52.3,57.83,60.54,59.67,60.78,54.1
1762,52.67,44.44,58.95,55.97,NA,58.84
1763,NA,NA,NA,72.21,72.92,76.63
1764,NA,NA,64.52,NA,NA,72.58
1765,NA,NA,NA,46.09,47.52,NA
1766,NA,NA,NA,47.95,60.4,60.2
1767,NA,NA,NA,53.6,55.14,55.9
1768,NA,NA,NA,47.12,48.09,52.8
1769,NA,56.47,58.78,NA,60.7,64.21
1770,NA,NA,NA,62.84,NA,NA
1771,NA,NA,NA,51.57,53.26,58.27
1772,NA,NA,NA,53.33,NA,73.59
1773,51.81,52.13,62.15,62.74,63.74,NA
1774,32.1,44.71,NA,47.5,NA,NA
1775,62.82,66.55,72.49,75.58,NA,76.02
1776,44.26,35.43,37.52,32.4,NA,NA
1777,46.54,49.43,56.37,NA,44.56,41.1
1778,48.96,53.93,52.54,62.73,59.51,55.47
1779,56.68,49.69,56.46,61.29,NA,NA
1780,47.21,NA,46.59,54.09,NA,NA
1781,44.61,70.55,70.97,77.55,NA,80.67
1782,53,51.35,NA,NA,NA,NA
1783,NA,NA,NA,NA,65.66,64.89
1784,NA,NA,NA,69.28,69.99,68.33
1785,NA,NA,NA,64.46,73.15,69.48
1786,NA,NA,NA,56.56,63.77,63.33
1787,NA,NA,NA,63.78,59.07,54.43
1788,36.17,NA,NA,53.31,NA,49.69
1789,NA,NA,NA,59.22,64.38,67.22
1790,54,NA,NA,NA,NA,NA
1791,39.6,NA,45.22,NA,NA,NA
1792,48.01,NA,NA,NA,NA,NA
1793,49.46,56.88,55.19,67.8,62.49,70.21
1794,44.59,52.84,NA,NA,51.97,NA
1795,NA,NA,NA,NA,NA,NA
1796,NA,NA,NA,68.85,73.45,70.6
1797,29.68,27.43,NA,NA,NA,NA
1798,39.36,41.1,54.24,NA,NA,NA
1799,49.19,NA,63.19,58.01,58.67,NA
1800,63.01,66.95,70.97,77.29,NA,80.89
1801,NA,NA,NA,59.22,56.91,65.02
1802,74.48,68.43,70.21,75.42,74.19,78.69
1803,34.41,39.6,38.91,NA,NA,NA
1804,57.82,66.29,67.84,68.04,72.89,NA
1805,NA,NA,NA,73.08,78.84,82.24
1806,56.07,63.28,65.21,66.62,62.89,NA
1807,42.87,52.51,57.02,66.07,67.03,NA
1808,42.21,54.76,54.92,NA,NA,NA
1809,56.07,55.55,59.14,63.27,69.55,63.21
1810,NA,NA,NA,57.48,NA,53.19
1811,65.66,69,NA,NA,NA,NA
1812,NA,NA,NA,67.26,NA,NA
1813,NA,NA,NA,44.48,53.16,61.99
1814,43.21,36.06,58.13,NA,NA,NA
1815,NA,NA,NA,68.55,65.96,67.6
1816,NA,NA,NA,71.66,NA,NA
1817,62.62,66.4,73.1,74.42,78.87,82.6
1818,NA,NA,NA,52.17,NA,56.83
1819,NA,NA,NA,53.54,48.93,60.82
1820,56.54,54.16,NA,52.68,52.41,63.9
1821,52.66,58.68,64.22,61.72,NA,70.27
1822,NA,NA,NA,58.97,63.21,56.07
1823,40.7,47.51,50.9,49.78,NA,53.72
1824,44.51,50.16,NA,46.12,48.3,40.71
1825,NA,NA,NA,67.06,71.01,62.96
1826,54.71,62.55,NA,NA,NA,NA
1827,34.92,57.54,NA,NA,NA,NA
1828,55.31,60.62,66.29,60.3,67.72,61.75
1829,NA,NA,NA,43.93,43.46,38.79
1830,71,75.76,83.76,89.94,91.58,92.05
1831,56.51,57.41,62.73,65.28,65.25,NA
1832,31.57,33.01,NA,NA,NA,NA
1833,NA,NA,NA,64.75,73.18,72.76
1834,60.76,66.95,68.41,69.04,69.65,73.7
1835,74.65,NA,78.15,84.14,85.14,88.35
1836,38.3,44.53,50.83,57.64,NA,NA
1837,NA,NA,NA,58.42,NA,NA
1838,NA,NA,NA,51.33,NA,NA
1839,56.53,NA,61.71,62.91,62.77,58.46
1840,44.1,39.47,47.9,NA,NA,NA
1841,NA,NA,NA,55.8,64.2,NA
1842,NA,NA,NA,64.25,57.26,68.04
1843,NA,NA,NA,71.81,73.45,73.15
1844,63.65,68.39,75.84,76.33,80.88,78.43
1845,NA,NA,NA,51.63,62.94,NA
1846,51.96,62.33,61.55,61.53,NA,NA
1847,NA,NA,NA,56.12,55.7,63.69
1848,54.86,68.98,73.04,67.4,74.6,NA
1849,NA,NA,NA,55.8,66.79,64.44
1850,65.45,72.63,76.22,77.72,79.27,84.02
1851,NA,NA,NA,53.55,54.5,52.3
1852,NA,NA,NA,63.85,72.22,67.15
1853,NA,NA,NA,54.58,61.12,58.95
1854,NA,NA,NA,60.3,62.46,67.25
1855,NA,NA,NA,47.27,50.93,NA
1856,49.62,NA,NA,NA,NA,NA
1857,NA,NA,NA,43.51,58.31,63.29
1858,NA,NA,NA,74.45,NA,NA
1859,29.76,35.05,36.2,NA,NA,NA
1860,NA,NA,NA,66.75,65.61,NA
1861,60.91,65.07,69.45,72.56,73.92,79.84
1862,NA,NA,NA,54.98,56.54,64.03
1863,NA,NA,NA,58.67,54.42,60.54
1864,43.89,44.53,NA,NA,43.54,53.36
1865,35.58,38.57,34.71,31.97,34.41,NA
1866,NA,NA,NA,50.01,NA,42.1
1867,57.7,NA,NA,NA,NA,NA
1868,44.07,53.05,56.93,63.32,66.59,NA
1869,NA,NA,NA,76.15,77.05,NA
1870,NA,NA,NA,66.92,62.82,69.4
1871,45.26,41.19,NA,45.03,NA,NA
1872,43.21,NA,45.31,39.36,47.89,61.13
1873,56.73,63.27,66.25,73.95,76.6,NA
1874,69.5,71.44,75.58,81.23,81.99,NA
1875,NA,NA,NA,59.17,NA,NA
1876,47.75,NA,49.44,NA,NA,NA
1877,56.95,74.07,NA,81.93,80.75,NA
1878,NA,NA,NA,72.42,76.3,76.96
1879,57.46,54.79,65.09,60.3,NA,NA
1880,NA,NA,NA,71.55,73.87,74.58
1881,68.45,69.3,71.28,75.79,NA,NA
1882,NA,NA,NA,54.47,49.96,57.34
1883,43.15,NA,NA,NA,NA,NA
1884,NA,NA,NA,54.72,61.63,NA
1885,47.49,53.91,58.73,53,NA,NA
1886,NA,NA,NA,46.55,49.17,46.21
1887,NA,NA,NA,50.44,55.28,63.42
1888,29.87,38.04,35.88,NA,NA,NA
1889,43.68,51.47,48.43,NA,NA,NA
1890,38.38,44.81,44.1,42.4,NA,NA
1891,NA,NA,NA,60.03,NA,NA
1892,51.51,42.59,NA,52.74,NA,46.15
1893,40.44,45.85,45.85,NA,NA,NA
1894,NA,NA,NA,45.91,42.94,59.78
1895,34.43,45.15,42.44,54.59,NA,NA
1896,NA,NA,NA,51.93,64.34,62.63
1897,50.81,56.35,64.44,NA,NA,NA
1898,55.35,54.79,64.75,NA,65.13,74.1
1899,49.26,52.44,60.8,63.54,NA,57.5
1900,48.56,53.58,NA,NA,NA,NA
1901,46.83,55.11,49.49,NA,NA,NA
1902,51.01,57.97,60.46,NA,NA,57.45
1903,47.76,46.64,NA,NA,NA,NA
1904,50.16,59.75,66.01,NA,NA,NA
1905,61.81,65.2,72.89,75.16,NA,NA
1906,NA,NA,NA,49.33,42.77,NA
1907,NA,NA,NA,62.66,NA,NA
1908,55.76,54.64,46.91,NA,NA,NA
1909,NA,NA,NA,76.12,79.12,84.01
1910,48.08,42.56,46.47,55.38,58.47,NA
1911,NA,NA,NA,50,58.63,53.72
1912,NA,NA,NA,44.57,44.21,46.92
1913,NA,NA,NA,54.54,54.46,60.17
1914,NA,NA,NA,63.82,67.18,65.67
1915,52.19,55.6,62.36,NA,68.42,69.41
1916,51.32,60.85,59.64,64.81,74.77,NA
1917,NA,NA,NA,73.52,NA,NA
1918,56.18,53.47,67.78,NA,NA,NA
1919,57.54,65.11,69.56,76.01,NA,NA
1920,36.71,38.66,39.52,47.13,NA,NA
1921,60.8,64.28,NA,71.67,NA,NA
1922,NA,NA,NA,75.52,79.05,83.36
1923,NA,NA,NA,58.48,59.43,71.57
1924,52.7,55.43,66.45,72.64,67.84,72.74
1925,NA,NA,NA,56.2,NA,NA
1926,NA,NA,NA,66.82,74.44,68.86
1927,31.01,29.31,27.36,NA,NA,NA
1928,60.13,59.69,63.05,68.12,62.27,62.11
1929,NA,33.84,33.04,34.79,32.92,35.47
1930,NA,NA,NA,65.61,67.15,68.21
1931,46.87,56.75,58.36,NA,NA,NA
1932,NA,NA,NA,72.96,73.96,80.14
1933,52.93,58.19,59.9,NA,NA,NA
1934,NA,NA,NA,64.6,66.61,65.44
1935,NA,NA,NA,74.14,75.62,84.29
1936,NA,NA,NA,60.77,66.06,65.04
1937,45.31,60.15,58.4,59.55,61.63,65.33
1938,NA,NA,NA,76.27,77.49,81.5
1939,NA,NA,NA,56.65,68.61,67.54
1940,NA,NA,NA,47.34,55,NA
1941,NA,NA,NA,51.34,55.86,57.14
1942,54.17,52.98,55.66,57.62,60.53,NA
1943,NA,NA,NA,44.08,62.04,60.13
1944,70.51,68.95,67.95,75.9,79.89,89.2
1945,48.49,43,52.7,45.51,NA,40.34
1946,71.71,71.15,NA,NA,NA,NA
1947,NA,NA,NA,64.99,67.26,66.73
1948,NA,NA,NA,54.04,NA,50.63
1949,NA,NA,NA,60.6,NA,NA
1950,61.22,NA,NA,61.79,62.5,64.05
1951,NA,NA,NA,59.35,55.23,NA
1952,NA,31.86,28.39,31.94,30.77,26.38
1953,58.22,52.6,64.26,65.85,NA,68.16
1954,45.7,55.16,61.87,55.74,59.1,NA
1955,57.37,59.3,67.55,68.71,66.9,67.33
1956,NA,NA,NA,61.64,64.15,65.35
1957,58.84,54.37,NA,48.69,68.88,82.18
1958,36.61,NA,NA,NA,NA,54.91
1959,NA,NA,NA,69.77,64.08,NA
1960,NA,NA,NA,77.81,NA,NA
1961,35.92,40.22,40.56,NA,NA,NA
1962,48.5,54.86,62.27,62.57,NA,NA
1963,42.37,51.26,40.34,46.38,NA,38.07
1964,NA,32.25,36.41,NA,NA,NA
1965,NA,NA,NA,77.77,75.9,83.08
1966,NA,NA,NA,66.74,NA,NA
1967,54,61.49,57.79,70.94,77.44,77.03
1968,NA,NA,NA,64.48,NA,NA
1969,NA,NA,NA,65.85,64.73,65.8
1970,NA,NA,NA,54.71,NA,NA
1971,NA,NA,NA,62.33,NA,NA
1972,NA,NA,NA,47.31,62.63,NA
1973,59.55,65.86,65.59,71.71,74.52,NA
1974,55.2,NA,NA,57.57,65.11,NA
1975,NA,NA,NA,86.01,86.45,87.41
1976,51.55,47.34,57.5,64.29,NA,NA
1977,NA,NA,NA,NA,NA,51.18
1978,47.47,55.33,NA,NA,NA,NA
1979,NA,NA,NA,67.05,74.26,67.37
1980,71.33,74.23,80.07,NA,83.86,NA
1981,51.97,50.26,57.97,NA,61.29,69.09
1982,NA,NA,NA,56.94,NA,NA
1983,NA,NA,NA,81.55,80.91,80.16
1984,NA,NA,NA,75.73,72.67,NA
1985,NA,NA,NA,47.35,NA,NA
1986,57.76,52.54,64.26,64.59,NA,NA
1987,44.38,49.79,54.94,51.08,NA,NA
1988,54.38,NA,62.23,68.15,70.36,NA
1989,NA,NA,NA,68.05,74.45,78.91
1990,NA,NA,NA,62.8,71.33,68.67
1991,49.85,41.19,51.63,NA,NA,62.71
1992,NA,NA,NA,53.69,NA,NA
1993,NA,NA,NA,52.47,NA,NA
1994,54.87,NA,NA,NA,NA,NA
1995,64.37,60.73,NA,NA,NA,NA
1996,NA,NA,NA,59.79,59.42,69.79
1997,46.91,52.78,54.9,56.24,54.21,52.32
1998,NA,NA,NA,59.58,NA,NA
1999,46.1,40.32,45.21,46.76,58.5,NA
2000,NA,NA,NA,75.27,79.05,80.57
2001,38.92,45.19,NA,NA,NA,NA
2002,NA,NA,NA,67.14,74.52,75.51
2003,NA,NA,NA,72.56,77.72,77.18
2004,54.34,57.66,63.04,67.62,75.11,NA
2005,40.84,NA,NA,NA,NA,NA
2006,59.9,54.05,48.43,66.18,72.9,73.52
2007,36.79,NA,NA,51.13,48.56,NA
2008,58.18,70.73,74.62,77.37,80.96,81.43
2009,NA,NA,NA,59,NA,67.35
2010,37.4,51.93,61.17,NA,63.13,NA
2011,55.9,NA,46.45,50.43,64.45,NA
2012,NA,NA,NA,51.95,NA,NA
2013,NA,NA,NA,58.61,64.45,62.5
2014,66.54,68.25,68.43,75.87,78.31,74.32
2015,NA,NA,NA,66.63,68.56,73.8
2016,43.32,52.78,59.28,63.89,67.74,NA
2017,43.32,NA,NA,NA,NA,NA
2018,NA,NA,NA,47.41,45.63,NA
2019,32.8,42.62,43.77,NA,NA,NA
2020,50.96,NA,NA,NA,NA,NA
2021,41.3,61.01,63.44,59.32,62.91,67.48
2022,NA,NA,NA,64.03,NA,NA
2023,56.33,57.27,60.21,61.75,63,68.32
2024,NA,NA,NA,61.92,65.93,64.22
2025,NA,NA,NA,46.13,NA,NA
2026,NA,NA,NA,61.35,57.04,64.73
2027,NA,NA,NA,68.22,NA,68.36
2028,NA,NA,NA,61.46,64.98,68.29
2029,50.29,55.63,61.43,59.42,NA,NA
2030,NA,NA,NA,68.45,67.42,NA
2031,NA,NA,NA,55.71,59.42,56.54
2032,46.01,44.4,48.59,45.48,NA,NA
2033,NA,NA,NA,65.9,71.97,NA
2034,61.83,72.4,NA,NA,62.34,NA
2035,NA,NA,NA,48.6,70.54,NA
2036,NA,NA,NA,73.07,69.06,69.13
2037,NA,NA,NA,70.1,79.58,83.47
2038,NA,NA,NA,66.04,71.59,NA
2039,NA,NA,NA,62.95,63.16,64.14
2040,NA,NA,NA,58.17,57.16,56.84
2041,46.47,44.91,51.14,51.51,57.91,57.95
2042,52.62,NA,NA,NA,NA,NA
2043,NA,NA,NA,61.38,69.92,68.81
2044,48.53,57.06,NA,NA,NA,NA
2045,63.55,57.8,58.17,67.49,72.24,NA
2046,NA,NA,NA,54.56,68.66,67.23
2047,NA,NA,NA,58.33,60.55,NA
2048,32.93,NA,NA,NA,NA,NA
2049,49.81,NA,NA,NA,NA,NA
2050,NA,NA,NA,60.11,66.91,64.09
2051,62.03,58.21,60.29,NA,NA,NA
2052,68.77,71.38,71.35,73.71,79.69,77.97
2053,40.09,46.06,42.96,38.74,NA,NA
2054,NA,NA,NA,59.39,60.08,68.9
2055,NA,NA,NA,78.55,80.36,78.58
2056,NA,NA,NA,46.99,54.93,NA
2057,NA,NA,NA,71.46,NA,58.96
2058,40.65,49.96,50.16,NA,48.74,45.36
2059,NA,NA,NA,42.49,49.46,53.12
2060,48.97,59.56,NA,79.71,NA,NA
2061,NA,NA,NA,NA,NA,NA
2062,49.14,57.6,62.81,65.74,70.18,70.66
2063,31.87,41.05,35.93,41.21,44.16,44.43
2064,NA,NA,NA,63.08,NA,66.83
2065,NA,NA,NA,56.64,51.44,59.88
2066,50.62,57.36,56.19,65.53,NA,51
2067,NA,NA,NA,58.52,54.42,NA
2068,51.07,58.22,57.01,52.34,54.14,66
2069,NA,NA,NA,55.25,NA,NA
2070,50.76,50.59,NA,NA,NA,NA
2071,NA,NA,NA,53.82,NA,NA
2072,35.05,49.03,52.28,54.18,NA,NA
2073,NA,NA,NA,NA,NA,NA
2074,39.87,49.1,50.86,62.55,58.51,NA
2075,38.75,56.36,62.48,NA,68.97,69.1
2076,66.07,68.62,68.95,67.67,74.38,71.97
2077,58.54,50.16,NA,NA,NA,NA
2078,42.88,54.18,65.45,66.32,62.28,NA
2079,NA,NA,NA,NA,NA,53.3
2080,NA,NA,NA,53.72,68.83,68.3
2081,49.51,47.17,48.2,56.93,NA,NA
2082,NA,NA,NA,NA,33.96,NA
2083,NA,NA,NA,47.34,NA,NA
2084,NA,NA,NA,70.66,71.35,70.88
2085,33.04,32.21,NA,45.44,NA,NA
2086,46.38,40.2,44.98,50.87,58.94,NA
2087,NA,57.93,51.41,63.34,60.12,55.07
2088,40.1,NA,38.36,NA,NA,NA
2089,37.85,43.85,42.64,34.7,NA,NA
2090,43.19,48.3,NA,NA,48.93,NA
2091,NA,NA,NA,61.32,66.21,64.88
2092,NA,NA,NA,52.44,57.83,NA
2093,62.05,68.79,NA,NA,NA,NA
2094,48.74,45.87,44.75,55.8,NA,NA
2095,49.03,NA,NA,NA,NA,NA
2096,43.63,59.47,63.17,66.96,63.18,60.71
2097,33.11,NA,58.4,NA,NA,NA
2098,38.89,64.77,66.97,70.16,77.69,NA
2099,67.38,74.87,73.59,81.58,79.08,84.85
2100,NA,NA,NA,82.82,83.42,86.91
2101,NA,NA,NA,51.74,NA,NA
2102,NA,NA,NA,68.1,68.54,77.28
2103,NA,NA,NA,42.82,NA,NA
2104,NA,NA,NA,60.83,NA,NA
2105,NA,NA,NA,58.79,61.23,56.66
2106,63.14,69.79,76.65,NA,76,NA
2107,NA,NA,NA,63.89,66.08,69.56
2108,NA,NA,NA,61.96,65.06,72.43
2109,44.2,49.17,49.23,40.42,NA,NA
2110,NA,NA,NA,50.82,49.17,55.57
2111,43.47,49.32,52.78,60.75,57.07,NA
2112,NA,NA,NA,48.92,48.14,NA
2113,46.57,59.22,64.25,NA,NA,NA
2114,NA,NA,NA,53.62,66.58,NA
2115,NA,NA,NA,52.01,54.83,NA
2116,45.25,44.22,43.61,NA,NA,NA
2117,58.13,NA,57.98,63.03,64.58,64.26
2118,61.88,63.06,71.75,75,NA,NA
2119,NA,NA,NA,60.66,70.74,65.44
2120,NA,NA,NA,71.94,74.53,80.55
2121,NA,NA,NA,48.32,56.74,NA
2122,NA,NA,NA,55.42,NA,NA
2123,67.72,72.96,72.72,75.45,83.89,85.56
2124,NA,NA,NA,71.07,76.74,NA
2125,36.31,NA,NA,38.95,66.59,NA
2126,56.3,59.49,52.98,58.41,67.29,NA
2127,54.43,60.33,55.18,NA,NA,NA
2128,34.49,46.92,NA,NA,NA,NA
2129,NA,NA,NA,67.4,NA,NA
2130,NA,NA,NA,NA,NA,NA
2131,38.5,27.8,30.07,26.97,37.53,39.38
2132,41.79,36.81,33.7,37.16,NA,46.55
2133,45.3,56.43,60.09,49.43,NA,NA
2134,NA,NA,NA,57.16,63.43,60.56
2135,36.87,48.82,NA,NA,NA,NA
2136,47.23,47.3,NA,NA,NA,NA
2137,56.29,NA,69.35,NA,NA,NA
2138,NA,NA,NA,58.58,64.89,71.93
2139,NA,NA,NA,53.53,51.87,52.88
2140,NA,NA,NA,47.79,49.72,47.98
2141,50.12,60.42,70.14,NA,NA,NA
2142,59.8,63.79,NA,NA,NA,NA
2143,NA,NA,NA,52.02,48.09,53.53
2144,71.39,73.77,89.65,83.58,87.32,NA
2145,NA,NA,NA,61.68,66.75,63.82
2146,35.8,NA,NA,NA,NA,NA
2147,NA,NA,NA,63.32,63.78,66.24
2148,NA,NA,NA,61.5,NA,NA
2149,40.59,51.07,54.09,45.3,53.32,NA
2150,33.43,35.24,47.08,NA,41.82,NA
